DEPTH,Ga,Sn,C
2.52E+02,7.72E+04,4.14E+07,1.64E+07
2.58E+02,1.12E+05,2.00E+07,7.24E+07
2.64E+02,1.70E+05,1.35E+07,7.57E+07
2.70E+02,2.09E+05,5.21E+06,6.44E+07
2.76E+02,2.13E+05,2.11E+06,5.57E+07
2.82E+02,2.22E+05,1.03E+06,4.89E+07
2.88E+02,2.23E+05,5.49E+05,4.39E+07
2.94E+02,2.31E+05,2.96E+05,3.97E+07
3.00E+02,2.28E+05,1.72E+05,3.58E+07
3.06E+02,2.15E+05,8.80E+04,3.24E+07
3.12E+02,2.09E+05,5.23E+04,2.91E+07
3.18E+02,2.01E+05,2.72E+04,2.57E+07
3.24E+02,2.02E+05,1.27E+04,2.25E+07
3.30E+02,1.86E+05,6.67E+03,1.96E+07
3.36E+02,1.74E+05,1.67E+03,1.66E+07
3.42E+02,1.58E+05,8.33E+02,1.40E+07
3.48E+02,1.26E+05,1.00E+03,1.18E+07
3.54E+02,1.13E+05,5.00E+02,9.74E+06
3.60E+02,9.77E+04,1.67E+02,7.97E+06
3.66E+02,8.42E+04,0.00E+00,6.38E+06
3.72E+02,6.70E+04,0.00E+00,5.10E+06
3.78E+02,5.93E+04,0.00E+00,4.04E+06
3.84E+02,4.55E+04,0.00E+00,3.15E+06
3.90E+02,3.65E+04,0.00E+00,2.41E+06
3.96E+02,2.73E+04,0.00E+00,1.85E+06
4.02E+02,2.00E+04,0.00E+00,1.43E+06
4.08E+02,1.47E+04,0.00E+00,1.11E+06
4.14E+02,1.07E+04,0.00E+00,8.79E+05
4.20E+02,6.67E+03,0.00E+00,6.57E+05
4.26E+02,4.67E+03,0.00E+00,4.76E+05
4.32E+02,2.33E+03,0.00E+00,3.48E+05
4.38E+02,1.83E+03,0.00E+00,2.67E+05
4.44E+02,1.67E+03,0.00E+00,2.19E+05
4.50E+02,5.00E+02,0.00E+00,1.74E+05
4.56E+02,6.67E+02,0.00E+00,1.34E+05
4.62E+02,3.33E+02,0.00E+00,9.45E+04
4.68E+02,1.67E+02,0.00E+00,6.77E+04
4.74E+02,0.00E+00,0.00E+00,5.45E+04
4.80E+02,0.00E+00,0.00E+00,4.25E+04
4.86E+02,0.00E+00,0.00E+00,3.05E+04
4.92E+02,0.00E+00,0.00E+00,2.87E+04
4.98E+02,0.00E+00,0.00E+00,2.50E+04
5.04E+02,0.00E+00,0.00E+00,2.03E+04
5.10E+02,0.00E+00,0.00E+00,1.50E+04
5.16E+02,0.00E+00,0.00E+00,9.50E+03
5.22E+02,0.00E+00,0.00E+00,1.03E+04
5.28E+02,0.00E+00,0.00E+00,6.83E+03
5.34E+02,0.00E+00,0.00E+00,7.50E+03
5.40E+02,0.00E+00,0.00E+00,8.00E+03
5.46E+02,0.00E+00,0.00E+00,2.33E+03
5.52E+02,0.00E+00,0.00E+00,2.67E+03
5.58E+02,0.00E+00,0.00E+00,1.17E+03
5.64E+02,0.00E+00,0.00E+00,5.00E+02
5.70E+02,0.00E+00,0.00E+00,1.17E+03
5.76E+02,0.00E+00,0.00E+00,1.00E+03
5.82E+02,0.00E+00,0.00E+00,6.67E+02
5.88E+02,0.00E+00,0.00E+00,3.33E+02
5.94E+02,0.00E+00,0.00E+00,3.33E+02
6.00E+02,0.00E+00,0.00E+00,1.17E+03
